"Policy Effective Date","Submission Name","Submission Type","Production Office","Placing Broker","Line of Business","Client Name","Industry","Employees","Annual Revenue Currency","Annual Revenue","Stage","Lost/NTU Reason","Declined Reason","Production Region","Profit Center","100 Percent Policy Booked Premium Currency","100 Percent Policy Booked Premium","Assigned Underwriter","Effective Month","Last Modified Alias"
"7/1/2019","SD-FNL-ATL-19-1855652","New","Atlanta","CRC Insurance Services Inc","Private/NFP","MARQUETTE TRANSPORTATION CO, LLC","Transportation","10","USD","6597676.00","Working","","","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/30/2017","SD-FNL-ATL-17-1189758","New","Nashville","CRC Insurance Services Inc","Private/NFP","LYNCHBURG NEIGHBORHOOD DEVELOPMENT FOUNDATION","Consulting","5","USD","60356.00","Lost/NTU","Auto Close","","North America","Financial Lines - 20150","USD","10023.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-XFL-ATL-18-1532141","New","Nashville","CRC Insurance Services Inc","Private/NFP","DEKK Group, LLC","Food & Beverage","20","USD","1369338.00","Lost/NTU","Insured Did Not Purchase/Renew","","North America","Financial Lines - 20150","USD","20000.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1537511","New","Nashville","CRC Insurance Services Inc","Private/NFP","Stow Glen, Inc.","Healthcare","200","USD","13035741.00","Declined","","Financial","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/12/2018","SD-FNL-ATL-18-1538118","New","Nashville","CRC Insurance Services Inc","Private/NFP","The Widows Home of Dayton","Healthcare","70","USD","5988565.00","Lost/NTU","Limits/Deductible","","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/16/2018","SD-FNL-ATL-18-1562655","New","Nashville","CRC Insurance Services Inc","Private/NFP","AbilisHealth, LLC","","0","USD","22300000.00","Declined","","Incomplete Submission","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/26/2018","SD-FNL-ATL-18-1554570","New","Nashville","CRC Insurance Services Inc","Private/NFP","PeopleFluent Holdings Corp.","Consulting","6","USD","5133625.00","Declined","","Out of Appetite","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/27/2018","SD-FNL-ATL-18-1555699","New","Nashville","CRC Insurance Services Inc","Private/NFP","Asset Plus Corporation","Hospitality","1100","USD","94281662.00","Declined","","Out of Appetite","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/29/2018","SD-FNL-ATL-18-1557911","New","Nashville","CRC Insurance Services Inc","Private/NFP","E2 Performance Technologies, Inc.","Consulting","3","USD","84787.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2017","SD-FNL-ATL-17-1158697","New","Miami","R-T Specialty, LLC","Financial Institutions","Gooi Global, Inc.","Finance","4","USD","393669.00","Declined","","Other Underwriting Guidelines","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2017","SD-FNL-ATL-17-1169343","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Houston School District","Education","512","USD","21657342.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2017","SD-FNL-ATL-17-1169452","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Wayne County School District and Wayne County Board of Education","Education","570","USD","30701935.00","Declined","","Loss History","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2017","SD-FNL-ATL-17-1169462","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Lowndes County School District","Education","667","USD","53883587.00","Declined","","Loss History","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/18/2017","SD-FNL-ATL-17-1136607","Renewal","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Access Spectrum, LLC","Consulting","3","USD","361018.00","Void","","","North America","Financial Lines - 20150","USD","23579.00","Chris Cirelli","Jul","sbatc"
"7/18/2017","SD-FNL-ATL-17-1189750","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Access Spectrum, LLC","Consulting","3","USD","361018.00","Bound","","","North America","Financial Lines - 20150","USD","23905.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1507032","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Wayne County School District and Wayne County Board of Education","Education","570","USD","30701935.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1508599","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Houston School District","Education","512","USD","21657342.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1523172","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Ocean Springs School District","Education","626","USD","51666353.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1525200","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","CentraArchy Restaurant Management Company","Retail","1500","USD","68001377.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/9/2018","SD-FNL-ATL-18-1518131","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","nLogic, Inc","Engineering","315","USD","21285074.00","Declined","","Out of Appetite","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/18/2018","SD-FNL-ATL-18-1490060","Renewal","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Access Spectrum, LLC","Consulting","3","USD","361018.00","Bound","","","North America","Financial Lines - 20150","USD","24861.00","Chris Cirelli","Jul","sbatc"
"7/18/2019","SD-FNL-ATL-19-1818456","Renewal","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Access Spectrum, LLC","Consulting","3","USD","361018.00","Working","","","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-XFL-ATL-16-680357","New","Atlanta","Willis Insurance Services of Georgia, Inc.","Private/NFP","The Administrators of the Tulane Educational Fund","Education","5500","USD","924661000.00","Lost/NTU","Lost/NTU","","North America","Financial Lines - 20150","USD","64585.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1453774","New","Atlanta","Willis Insurance Services of Georgia, Inc.","Financial Institutions","Florida School Boards Insurance Trust","Finance","13","USD","1613285.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1526096","New","Atlanta","Willis Insurance Services of Georgia, Inc.","Private/NFP","H. Lee Moffitt Cancer Center and Institute, Inc.","Consulting","0","USD","0.00","Lost/NTU","Price","","North America","Financial Lines - 20150","USD","85196.00","Chris Cirelli","Jul","sbatc"
"7/1/2019","SD-FNL-ATL-19-1855720","New","Atlanta","Willis Insurance Services of Georgia, Inc.","Private/NFP","H. Lee Moffitt Cancer Center & Research Institute, Inc","Healthcare","5500","USD","1310963874.00","Working","","","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2019","SD-PRX-ATL-19-1862330","New","Atlanta","Willis Insurance Services of Georgia, Inc.","Cyber Liability","WellStar Health System, Inc.","Other","0","USD","0.00","Working","","","North America","Professional Liability - 20260","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1510040","New","Atlanta","Agency Marketing Services","Private/NFP","Bonita Bay Club Inc","Entertainment","10","USD","25034524.00","Lost/NTU","Lost/NTU","","North America","Financial Lines - 20150","USD","17101.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1510100","New","Atlanta","Agency Marketing Services","Private/NFP","B & I Contractors, Inc.","Construction","185","USD","52178897.00","Lost/NTU","Price","","North America","Financial Lines - 20150","USD","36951.00","Chris Cirelli","Jul","sbatc"
"7/8/2018","SD-FNL-ATL-18-1552381","New","Atlanta","Agency Marketing Services","Private/NFP","MEDICAL PAY REVIEW INC","Consulting","6","USD","566116.00","Declined","","Insufficient Information","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1484858","New","Atlanta","CAPITOL SPECIAL RISKS INC","Private/NFP","West Virginia University Foundation","Finance","115","USD","145731056.00","Lost/NTU","Price","","North America","Financial Lines - 20150","USD","92054.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1535552","New","Atlanta","CAPITOL SPECIAL RISKS INC","Private/NFP","Copland Industries, Inc.","Retail","355","USD","63847520.00","Lost/NTU","Limits/Deductible","","North America","Financial Lines - 20150","USD","6750.00","Chris Cirelli","Jul","sbatc"
"7/20/2018","SD-FNL-ATL-18-1535589","New","Atlanta","CAPITOL SPECIAL RISKS INC","Private/NFP","Triana Energy, LLC","Energy","15","USD","5133418.00","Lost/NTU","Limits/Deductible","","North America","Financial Lines - 20150","USD","30080.00","Chris Cirelli","Jul","sbatc"
"7/22/2018","SD-FNL-ATL-18-1552170","New","Atlanta","CAPITOL SPECIAL RISKS INC","Private/NFP","RAM Energy Holdings, LLC","Energy","12","USD","2080801.00","Declined","","Financial","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2019","SD-FNL-ATL-19-1804978","New","Atlanta","CAPITOL SPECIAL RISKS INC","Financial Institutions","West Virginia University Foundation","Finance","115","USD","145731056.00","Working","","","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/28/2018","SD-FNL-ATL-18-1557654","New","Atlanta","Socius Insurance Services, Inc.","Private/NFP","Holiday Diver, Inc.","Retail","80","USD","15672016.00","Declined","","Financial","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/18/2018","SD-FNL-ATL-18-1542403","New","Atlanta","R-T SPECIALTY, LLC","Private/NFP","South Jersey Industries, Inc.","Manufacturing","0","USD","0.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2019","SD-FNL-ATL-19-1850313","New","Atlanta","Brown & Brown of Florida, Inc","Private/NFP","Meisner Electric , Inc.","Construction","245","USD","43000000.00","Working","","","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/29/2018","SD-FNL-ATL-18-1570663","New","Atlanta","USI Insurance Services National, Inc.","Private/NFP","Oral Roberts University Inc","Education","2100","USD","120986103.00","Lost/NTU","Client/Agent Request","","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/17/2018","SD-FNL-ATL-18-1535877","New","Atlanta","All Risk, LTD","Private/NFP","Practicelink, Ltd.","Technology","30","USD","6065622.00","Declined","","Out of Appetite","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/31/2017","SD-FNL-NYC-17-1218688","New","New York","Willis of Tennessee, Inc.","Private/NFP","CPS Group Holdings, Inc.","Consulting","1900","USD","76952402.00","Declined","","Financial","North America","Financial Lines - 20150","USD","172803.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1521253","New","Atlanta","USI Insurance Services National, Inc.","Private/NFP","Spanx, Inc.","Apparel","112","USD","37886098.00","Lost/NTU","Client/Agent Request","","North America","Financial Lines - 20150","USD","32411.00","Chris Cirelli","Jul","sbatc"
"7/28/2018","SD-FNL-ATL-18-1557161","New","Atlanta","USI Insurance Services National, Inc.","Commercial","Rennova Health, Inc.","Other","155","USD","4619473.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/17/2017","SD-FNL-ATL-17-1135559","Renewal","Atlanta","USI Insurance Services National, Inc","Private/NFP","First Transit ? Potomac & Rappahannock Transportation Commission","Transportation","2","USD","360869.00","Bound","","","North America","Financial Lines - 20150","USD","16485.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1457790","Renewal","Charlotte","USI Insurance Services National, Inc","Commercial","Fairmount Santrol Holdings, Inc. (F/K/A FMSA Holdings, Inc.)","Other","989","USD","959795000.00","Declined","","Auto Close","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2019","SD-FNL-ATL-19-1835917","New","Charlotte","USI Insurance Services National, Inc","Commercial","Systemax Inc.","Retail","1900","USD","1265400000.00","Working","","","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/3/2019","SD-FNL-ATL-19-1862294","New","Charlotte","USI Insurance Services National, Inc","Commercial","Sun Hydraulics","Manufacturing","2065","USD","508045000.00","Working","","","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/18/2018","SD-FNL-ATL-18-1548327","New","Atlanta","ARC South, LLC","Private/NFP","ISTITUTO MARANGONI MIAMI INC.","Other","5","USD","226668.00","Declined","","Reservation Conflict","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/30/2018","SD-FNL-ATL-18-1574076","New","Atlanta","ARC South, LLC","Private/NFP","Civitas Learning Inc.","Education","2","USD","749914.00","Declined","","Time Limitations","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2017","SD-FNL-ATL-17-1123726","Renewal","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Muskogee Medical Center Authority","Healthcare","2","USD","190000.00","Lost/NTU","Coverage","","North America","Financial Lines - 20150","USD","13752.00","Chris Cirelli","Jul","sbatc"
"7/1/2017","SD-FNL-ATL-17-1185438","New","Miami","CRC Insurance Services, Inc.","Private/NFP","Embry-Riddle Aeronautical University Inc","Education","4719","USD","340931000.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/23/2017","SD-FNL-ATL-17-1140285","Renewal","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Holiday Builders, Inc.","Construction","101","USD","63613985.00","Lost/NTU","Agent Lost Account","","North America","Financial Lines - 20150","USD","30221.00","Chris Cirelli","Jul","sbatc"
"7/25/2018","SD-FNL-ATL-18-1493215","New","Nashville","RLA INS INTERMEDIARIES LLC","Private/NFP","RailPod Inc.","Transportation","4","USD","910532.00","Declined","","Below Minimum Premium","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/4/2018","SD-FNL-ATL-18-1535842","New","Atlanta","All Risks Limited","Private/NFP","Muzik, Inc.","Other","0","USD","0.00","Declined","","Insufficient Information","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1527129","New","Atlanta","USI Insurance Services LLC","Commercial","The Singing Machine Company, Inc.","Electronics","39","USD","60808050.00","Declined","","Out of Appetite","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2018","SD-FNL-ATL-18-1536375","New","Atlanta","USI Insurance Services LLC","Commercial","GEE Group Inc.","","0","USD","134978.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2019","SD-FNL-ATL-19-1861055","New","Atlanta","The Hauser Group","Private/NFP","The Christ Hospital","Healthcare","4000","USD","2462947.00","Working","","","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2019","SD-FNL-ATL-19-1862659","New","Atlanta","BROWN AND RIDING INSURANCE SERVICES INC.","Private/NFP","Umar Services Inc","Healthcare","140","USD","8435239.00","Void","","","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/1/2019","SD-FNL-ATL-19-1862660","New","Atlanta","BROWN AND RIDING INSURANCE SERVICES INC.","Private/NFP","Umar Services Inc","Healthcare","140","USD","8435239.00","Working","","","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Jul","sbatc"
"7/2/2017","SD-FNL-PHL-17-1097840","Renewal","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Lykes Bros.Inc","Agriculture","250","USD","41092725.00","Bound","","","North America","Financial Lines - 20150","USD","63916.00","Chris Cirelli","Jul","SF2.0"
"7/2/2018","SD-FNL-PHL-18-1434303","Renewal","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Lykes Bros.Inc","Agriculture","250","USD","41092725.00","Bound","","","North America","Financial Lines - 20150","USD","63684.00","Chris Cirelli","Jul","SF2.0"
